COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,1996,1996,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,1997,1997,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,1998,1998,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,1999,1999,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2000,2000,IDX,Index,0,Units,,,4,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2001,2001,IDX,Index,0,Units,,,4,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2002,2002,IDX,Index,0,Units,,,4,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2003,2003,IDX,Index,0,Units,,,4,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2004,2004,IDX,Index,0,Units,,,4,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2005,2005,IDX,Index,0,Units,,,5,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2006,2006,IDX,Index,0,Units,,,5,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2007,2007,IDX,Index,0,Units,,,5,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2008,2008,IDX,Index,0,Units,,,5,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2009,2009,IDX,Index,0,Units,,,6,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2010,2010,IDX,Index,0,Units,,,6,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2011,2011,IDX,Index,0,Units,,,6,,
DNK,Denmark,ELV_DIESELSO,Sulphur content limit for diesel,2012,2012,IDX,Index,0,Units,,,6,,
HUN,Hungary,TRADESCH,Trading Schemes,1990,1990,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1991,1991,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1992,1992,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1993,1993,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1994,1994,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1995,1995,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1996,1996,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1997,1997,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1998,1998,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,1999,1999,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,2000,2000,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,2001,2001,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,2002,2002,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,2003,2003,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,2004,2004,IDX,Index,0,Units,,,0,,
HUN,Hungary,TRADESCH,Trading Schemes,2005,2005,IDX,Index,0,Units,,,2.400000095,,
HUN,Hungary,TRADESCH,Trading Schemes,2006,2006,IDX,Index,0,Units,,,2.400000095,,
HUN,Hungary,TRADESCH,Trading Schemes,2007,2007,IDX,Index,0,Units,,,0.400000006,,
HUN,Hungary,TRADESCH,Trading Schemes,2008,2008,IDX,Index,0,Units,,,1.200000048,,
HUN,Hungary,TRADESCH,Trading Schemes,2009,2009,IDX,Index,0,Units,,,1.200000048,,
HUN,Hungary,TRADESCH,Trading Schemes,2010,2010,IDX,Index,0,Units,,,1.600000024,,
HUN,Hungary,TRADESCH,Trading Schemes,2011,2011,IDX,Index,0,Units,,,1.600000024,,
HUN,Hungary,TRADESCH,Trading Schemes,2012,2012,IDX,Index,0,Units,,,0.800000012,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1990,1990,IDX,Index,0,Units,,,0,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1991,1991,IDX,Index,0,Units,,,0,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1992,1992,IDX,Index,0,Units,,,0,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1993,1993,IDX,Index,0,Units,,,0,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1994,1994,IDX,Index,0,Units,,,0,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1995,1995,IDX,Index,0,Units,,,0,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1996,1996,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1997,1997,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1998,1998,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,1999,1999,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2000,2000,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2001,2001,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2002,2002,IDX,Index,0,Units,,,1,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2003,2003,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2004,2004,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2005,2005,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2006,2006,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2007,2007,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2008,2008,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2009,2009,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2010,2010,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2011,2011,IDX,Index,0,Units,,,5,,
IRL,Ireland,ELV_NOX,Emission limit values NOx,2012,2012,IDX,Index,0,Units,,,5,,
ITA,Italy,FIT,Feed-in Tariffs,1990,1990,IDX,Index,0,Units,,,0,,
ITA,Italy,FIT,Feed-in Tariffs,1991,1991,IDX,Index,0,Units,,,0,,
ITA,Italy,FIT,Feed-in Tariffs,1992,1992,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1993,1993,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1994,1994,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1995,1995,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1996,1996,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1997,1997,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1998,1998,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,1999,1999,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,2000,2000,IDX,Index,0,Units,,,2,,
ITA,Italy,FIT,Feed-in Tariffs,2001,2001,IDX,Index,0,Units,,,0,,
ITA,Italy,FIT,Feed-in Tariffs,2002,2002,IDX,Index,0,Units,,,0,,
ITA,Italy,FIT,Feed-in Tariffs,2003,2003,IDX,Index,0,Units,,,0,,
ITA,Italy,FIT,Feed-in Tariffs,2004,2004,IDX,Index,0,Units,,,0,,
ITA,Italy,FIT,Feed-in Tariffs,2005,2005,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,2006,2006,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,2007,2007,IDX,Index,0,Units,,,2.5,,
ITA,Italy,FIT,Feed-in Tariffs,2008,2008,IDX,Index,0,Units,,,2,,
ITA,Italy,FIT,Feed-in Tariffs,2009,2009,IDX,Index,0,Units,,,2,,
ITA,Italy,FIT,Feed-in Tariffs,2010,2010,IDX,Index,0,Units,,,2,,
ITA,Italy,FIT,Feed-in Tariffs,2011,2011,IDX,Index,0,Units,,,2,,
ITA,Italy,FIT,Feed-in Tariffs,2012,2012,IDX,Index,0,Units,,,2,,
ITA,Italy,FIT,Feed-in Tariffs,2013,2013,IDX,Index,0,Units,,,4,,
ITA,Italy,FIT,Feed-in Tariffs,2014,2014,IDX,Index,0,Units,,,4,,
ITA,Italy,FIT,Feed-in Tariffs,2015,2015,IDX,Index,0,Units,,,4,,
ESP,Spain,TAXES,Taxes,1990,1990,IDX,Index,0,Units,,,1,,
ESP,Spain,TAXES,Taxes,1991,1991,IDX,Index,0,Units,,,1.25,,
ESP,Spain,TAXES,Taxes,1992,1992,IDX,Index,0,Units,,,1.25,,
ESP,Spain,TAXES,Taxes,1993,1993,IDX,Index,0,Units,,,1.25,,
ESP,Spain,TAXES,Taxes,1994,1994,IDX,Index,0,Units,,,1.25,,
ESP,Spain,TAXES,Taxes,1995,1995,IDX,Index,0,Units,,,1.25,,
ESP,Spain,TAXES,Taxes,1996,1996,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,1997,1997,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,1998,1998,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,1999,1999,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,2000,2000,IDX,Index,0,Units,,,1.75,,
ESP,Spain,TAXES,Taxes,2001,2001,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,2002,2002,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,2003,2003,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,2004,2004,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,2005,2005,IDX,Index,0,Units,,,1.5,,
ESP,Spain,TAXES,Taxes,2006,2006,IDX,Index,0,Units,,,1.5,,
ESP,Spain,TAXES,Taxes,2007,2007,IDX,Index,0,Units,,,1.75,,
ESP,Spain,TAXES,Taxes,2008,2008,IDX,Index,0,Units,,,1.75,,
ESP,Spain,TAXES,Taxes,2009,2009,IDX,Index,0,Units,,,2.25,,
ESP,Spain,TAXES,Taxes,2010,2010,IDX,Index,0,Units,,,2,,
ESP,Spain,TAXES,Taxes,2011,2011,IDX,Index,0,Units,,,1.75,,
ESP,Spain,TAXES,Taxes,2012,2012,IDX,Index,0,Units,,,1.75,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1990,1990,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1991,1991,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1992,1992,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1993,1993,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1994,1994,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1995,1995,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1996,1996,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1997,1997,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1998,1998,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,1999,1999,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2000,2000,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2001,2001,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2002,2002,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2003,2003,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2004,2004,IDX,Index,0,Units,,,1,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2005,2005,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2006,2006,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2007,2007,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2008,2008,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2009,2009,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2010,2010,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2011,2011,IDX,Index,0,Units,,,4,,
NLD,Netherlands,ELV_PM,Emission limit values PM,2012,2012,IDX,Index,0,Units,,,4,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1990,1990,IDX,Index,0,Units,,,0,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1991,1991,IDX,Index,0,Units,,,0,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1992,1992,IDX,Index,0,Units,,,0,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1993,1993,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1994,1994,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1995,1995,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1996,1996,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1997,1997,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1998,1998,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,1999,1999,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2000,2000,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2001,2001,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2002,2002,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2003,2003,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2004,2004,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2005,2005,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2006,2006,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2007,2007,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2008,2008,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2009,2009,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2010,2010,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2011,2011,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_SOX,Emission limit values SOx,2012,2012,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1990,1990,IDX,Index,0,Units,,,0,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1991,1991,IDX,Index,0,Units,,,0,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1992,1992,IDX,Index,0,Units,,,0,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1993,1993,IDX,Index,0,Units,,,0,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1994,1994,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1995,1995,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1996,1996,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1997,1997,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1998,1998,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,1999,1999,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2000,2000,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2001,2001,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2002,2002,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2003,2003,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2004,2004,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2005,2005,IDX,Index,0,Units,,,0,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2006,2006,IDX,Index,0,Units,,,0,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2007,2007,IDX,Index,0,Units,,,5,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2008,2008,IDX,Index,0,Units,,,3,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2009,2009,IDX,Index,0,Units,,,3,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2010,2010,IDX,Index,0,Units,,,3,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2011,2011,IDX,Index,0,Units,,,3,,
GRC,Greece,FIT_WIND,Feed-in Tariffs Wind,2012,2012,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,1990,1990,IDX,Index,0,Units,,,2,,
POL,Poland,TAXDIESEL,Tax Diesel,1991,1991,IDX,Index,0,Units,,,1,,
POL,Poland,TAXDIESEL,Tax Diesel,1992,1992,IDX,Index,0,Units,,,2,,
POL,Poland,TAXDIESEL,Tax Diesel,1993,1993,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,1994,1994,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,1995,1995,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,1996,1996,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,1997,1997,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,1998,1998,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,1999,1999,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,2000,2000,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,2001,2001,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,2002,2002,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,2003,2003,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,2004,2004,IDX,Index,0,Units,,,4,,
POL,Poland,TAXDIESEL,Tax Diesel,2005,2005,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2006,2006,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2007,2007,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2008,2008,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2009,2009,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2010,2010,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2011,2011,IDX,Index,0,Units,,,3,,
POL,Poland,TAXDIESEL,Tax Diesel,2012,2012,IDX,Index,0,Units,,,3,,
BEL,Belgium,STD,Standards,1990,1990,IDX,Index,0,Units,,,1,,
BEL,Belgium,STD,Standards,1991,1991,IDX,Index,0,Units,,,1,,
BEL,Belgium,STD,Standards,1992,1992,IDX,Index,0,Units,,,1,,
BEL,Belgium,STD,Standards,1993,1993,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,1994,1994,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,1995,1995,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,1996,1996,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,1997,1997,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,1998,1998,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,1999,1999,IDX,Index,0,Units,,,1.25,,
BEL,Belgium,STD,Standards,2000,2000,IDX,Index,0,Units,,,1.75,,
BEL,Belgium,STD,Standards,2001,2001,IDX,Index,0,Units,,,1.75,,
BEL,Belgium,STD,Standards,2002,2002,IDX,Index,0,Units,,,1.75,,
BEL,Belgium,STD,Standards,2003,2003,IDX,Index,0,Units,,,1.75,,
BEL,Belgium,STD,Standards,2004,2004,IDX,Index,0,Units,,,5,,
BEL,Belgium,STD,Standards,2005,2005,IDX,Index,0,Units,,,5.25,,
BEL,Belgium,STD,Standards,2006,2006,IDX,Index,0,Units,,,5.25,,
BEL,Belgium,STD,Standards,2007,2007,IDX,Index,0,Units,,,5.25,,
BEL,Belgium,STD,Standards,2008,2008,IDX,Index,0,Units,,,5.25,,
BEL,Belgium,STD,Standards,2009,2009,IDX,Index,0,Units,,,5.5,,
BEL,Belgium,STD,Standards,2010,2010,IDX,Index,0,Units,,,5.5,,
BEL,Belgium,STD,Standards,2011,2011,IDX,Index,0,Units,,,5.5,,
BEL,Belgium,STD,Standards,2012,2012,IDX,Index,0,Units,,,5.5,,
DEU,Germany,TAXCO2,Tax CO2,1990,1990,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1991,1991,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1992,1992,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1993,1993,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1994,1994,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1995,1995,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1996,1996,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1997,1997,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1998,1998,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,1999,1999,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2000,2000,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2001,2001,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2002,2002,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2003,2003,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2004,2004,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2005,2005,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2006,2006,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2007,2007,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2008,2008,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2009,2009,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2010,2010,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2011,2011,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2012,2012,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2013,2013,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2014,2014,IDX,Index,0,Units,,,0,,
DEU,Germany,TAXCO2,Tax CO2,2015,2015,IDX,Index,0,Units,,,0,,
AUT,Austria,EPS,Environmental Policy Stringency,1990,1990,IDX,Index,0,Units,,,1.166666627,,
AUT,Austria,EPS,Environmental Policy Stringency,1991,1991,IDX,Index,0,Units,,,1.416666627,,
AUT,Austria,EPS,Environmental Policy Stringency,1992,1992,IDX,Index,0,Units,,,1.416666627,,
AUT,Austria,EPS,Environmental Policy Stringency,1993,1993,IDX,Index,0,Units,,,1.479166627,,
AUT,Austria,EPS,Environmental Policy Stringency,1994,1994,IDX,Index,0,Units,,,1.479166627,,
AUT,Austria,EPS,Environmental Policy Stringency,1995,1995,IDX,Index,0,Units,,,1.9375,,
AUT,Austria,EPS,Environmental Policy Stringency,1996,1996,IDX,Index,0,Units,,,1.9375,,
AUT,Austria,EPS,Environmental Policy Stringency,1997,1997,IDX,Index,0,Units,,,1.854166746,,
AUT,Austria,EPS,Environmental Policy Stringency,1998,1998,IDX,Index,0,Units,,,1.9375,,
AUT,Austria,EPS,Environmental Policy Stringency,1999,1999,IDX,Index,0,Units,,,1.854166746,,
AUT,Austria,EPS,Environmental Policy Stringency,2000,2000,IDX,Index,0,Units,,,2.020833254,,
AUT,Austria,EPS,Environmental Policy Stringency,2001,2001,IDX,Index,0,Units,,,2.204166651,,
AUT,Austria,EPS,Environmental Policy Stringency,2002,2002,IDX,Index,0,Units,,,2.204166651,,
AUT,Austria,EPS,Environmental Policy Stringency,2003,2003,IDX,Index,0,Units,,,2.479166508,,
AUT,Austria,EPS,Environmental Policy Stringency,2004,2004,IDX,Index,0,Units,,,2.395833254,,
AUT,Austria,EPS,Environmental Policy Stringency,2005,2005,IDX,Index,0,Units,,,2.858333349,,
AUT,Austria,EPS,Environmental Policy Stringency,2006,2006,IDX,Index,0,Units,,,2.816666603,,
AUT,Austria,EPS,Environmental Policy Stringency,2007,2007,IDX,Index,0,Units,,,2.441666603,,
AUT,Austria,EPS,Environmental Policy Stringency,2008,2008,IDX,Index,0,Units,,,2.908333302,,
AUT,Austria,EPS,Environmental Policy Stringency,2009,2009,IDX,Index,0,Units,,,3.329166651,,
AUT,Austria,EPS,Environmental Policy Stringency,2010,2010,IDX,Index,0,Units,,,3.329166651,,
AUT,Austria,EPS,Environmental Policy Stringency,2011,2011,IDX,Index,0,Units,,,3.079166651,,
AUT,Austria,EPS,Environmental Policy Stringency,2012,2012,IDX,Index,0,Units,,,2.945833206,,
PRT,Portugal,FIT_SOLAR,Feed-in Tariffs Solar,1990,1990,IDX,Index,0,Units,,,2,,
PRT,Portugal,FIT_SOLAR,Feed-in Tariffs Solar,1991,1991,IDX,Index,0,Units,,,2,,
PRT,Portugal,FIT_SOLAR,Feed-in Tariffs Solar,1992,1992,IDX,Index,0,Units,,,1,,
PRT,Portugal,FIT_SOLAR,Feed-in Tariffs Solar,1993,1993,IDX,Index,0,Units,,,1,,
PRT,Portugal,FIT_SOLAR,Feed-in Tariffs Solar,1994,1994,IDX,Index,0,Units,,,1,,
PRT,Portugal,FIT_SOLAR,Feed-in Tariffs Solar,1995,1995,IDX,Index,0,Units,,,1,,
